representante_legal	razon_social	monto	fecha	description	razon_social_normalizada	node_id_panama_papers
carlos alfonso romero zarama	navitrans	1236592	26 de july      de 2012  05:33 p.m.	suministro de llantas neumaticas para maquinaria pesada del municipio de ancuya ¿nariño.	navitrans	10051770,10148707
mauricio perez restrepo	comercial internacional de equipos y maquinaria  s.a.s  - navitrans s.a.s	564000000	03 de december  de 2015  03:01 p.m.	adquisición de maquinaria pesada para  municipio de santa rosa del sur - bolívar	navitrans	10051770,10148707
jhon jary delgado lozano	navitrans s.a.s	3920319	19 de december  de 2014  05:05 p.m.	suministro de materiales para la reparación de la transmisión de la  volqueta de placas oyk-002 del municipio de aranzazu caldas.	navitrans	10051770,10148707
carlos alfonso romero zarama	navitrans s.a.s.	177000000	30 de december  de 2014  03:52 p.m.	adquisición de volqueta con destino al mejoramiento de la recolección de residuos sólidos en el municipio de maguí payán	navitrans	10051770,10148707
jose antonio mejia nuñez	navitrans s.a.s	782500000	09 de october   de 2014  05:51 p.m.	suministro de maquinaria pesada para el mantenimiento de vías urbanas y rurales, al municipio de victoria (caldas).	navitrans	10051770,10148707
luis javier cardona velasquez	comercial internacional de equipos y maquinria s.a.s navitrans s.a.s	175000000	25 de october   de 2013  02:08 p.m.	adquisicion de maquinaria pesada - volqueta ¿  ejecucion proyecto mantenimiento malla vial rural -  municipio de la macarena - meta	navitrans	10051770,10148707
jose antonio mejia nuñez	comercial internacional de equipos y maquinaria s.a.s (navitrans s.a.s)	1862372	17 de september de 2014  03:09 p.m.	contratar los servicios de mano de obra a todo costo en el mantenimiento de la motoniveladora propiedad del municipio	navitrans	10051770,10148707
laura cuva serrano	transportes calderon s.a.	865800000	23 de january   de 2014  10:30 a.m.	suministro del servicio de transporte escolar para  estudiantes de la i.e. oficial villas de san ignacio, reubicados por el hundimiento de la via palenque ¿ café madrid a las i.e. oficiales club union, maipore y santander	transportes calder	10170683
andres de jesus duque pelaez	navitrans s.a.	18000000	28 de enero de 2010	mantenimiento y reparacion a todo costo de la volqueta international oik 031 que realiza mantenimiento de as vias rurales del municipio de villeta.	navitrans	10051770,10148707
ricardo de jesus duque pelaez	navitrans s.a.s.	3506454	20 de agosto de 2014	el contratista se obliga con empresas públicas de abejorral e.p.a. e.s.p., al suministro de una caja de direccion para el vehiculo recolector de basura, marca internacional, modelo 2009.	navitrans	10051770,10148707
nelson rios villamizar	disico s.a.	196120497	25 de noviembre de 2014	¿compra de conduit para la planta turboexpander de la gerencia refinería barrancabermeja de ecopetrol s.a.¿	disico	10163683,10163694
navitrans sa	navitrans sa	1203000000	23 de september de 2015  01:53 p.m.	¿el contratista se compromete para con el municipio de pasto - secretaría de infraestructura y valorización municipal, a entregar a titulo de compraventa dos (2) motoniveladoras, de conformidad con la ficha técnica establecida en el proceso de contratación, destinada al mantenimiento de la red vial urbana y rural del municipio de pasto y la atención de emergencias. con lo cual se pretende mejorar y optimizar la operación de la secretaria de infraestructura y valorización municipal	navitrans	10051770,10148707
luis javier cardona velasquez	navitrans	1860000	29 de november  de 2011  06:29 p.m.	suministro de repuestos para el mantenimiento de la volqueta tdm 236 de propiedad del municipio de gualmatan nariño.	navitrans	10051770,10148707
alvaro velez osorio	velez lab s.a.s.	22878100	04 de june      de 2015  08:50 a.m.	3500 pruebas de coloracion automatizada de gram / 31000 pruebas de coloracion automatizada de wright	velez lab	10053876
carlos alfonso romero zarama	navitrans sas.	1314052000	08 de may       de 2015  07:23 p.m.	suministro de una (01) motoniveladora, una (01) retroexcavadora y una (01) volqueta para el municipio de ipiales ¿ nariño.	navitrans	10051770,10148707
luis javier cardona velasquez	comercial internacional de equipos y maquinaria s.a. navitrans s.a	44700066	28 de june      de 2007  05:39 p.m.	cambio de sistema de rodamiento del bulldozer adscrito a la secretaría de infraestructura y vías del municipio de ipiales	navitrans	10051770,10148707
wilson miguel pimilla ortega	impulsores internacionales ltda	38977206	19 de noviembre de 2014	el hospital la victoria iii nivel de atenciòn contempla en su plan de compras el suministro contìnuo y permanente de insumos varios material medico quirurgico, indispensable para la prestaciòn de los servicios de salud en las àreas asistenciales del hospital la victoria iii nivel empresa social del estado y la sede materno infantil.	impulsores internacionales	10211803
josé antonio mejía nuñez	comercial internacional de equipos y maquinaria navitrans s.a.s	460920000	02 de january   de 2014  06:57 p.m.	entrega de una volqueta y una retroexcavadora  destinada para el mantenimiento de vías  y el transporte de materiales	navitrans	10051770,10148707
andres duque pelaez	comercial internacional de equipos y maquinaria - navitrans s.a.	21149016490	21 de may       de 2010  11:33 a.m.	adquisicion de equipos de ingenieros de combate con destino al ejército nacional.	navitrans	10051770,10148707
nelson ríos villamizar	disico s.a	1156541864	15 de december  de 2013  03:03 p.m.	adquisicion ups y baterias para ups de la dirección de sanidad	disico	10163683,10163694
ricardo de jesus duque pelaez	navitrans s.a.s	6500000	01 de october   de 2012  09:05 a.m.	mantenimiento preventivo y correctivo con suministro de repuestos para el vehiculo de la policia nacional	navitrans	10051770,10148707
luis javier cardona velasquez	comercial internacional de equipos y maquinaria s.a.s. - navitrans s.a.s.	800000000	22 de august    de 2013  10:41 a.m.	la compra de maquinaria motoniveladora, retroexcavadora y buldocer, para la adecuacion, mantenimiento y recuperacion de las vias del municipio de cunday, departamento del tolima	navitrans	10051770,10148707
laura cuevas serrano	transportes calderon s.a.	250000000	06 de may       de 2015  10:39 a.m.	prestacion de servicio integrado de transporte de pasajeros y servicio de transporte de carga, con destino al traslado del personal de alumnos y profesionales de la policia nacional, que apoyan a la  ciudad de bucaramanga, para atender y preservar el orden publico y  la seguridad ciudadana	transportes calder	10170683
laura cuevas serrano	transportes calderon s.a	238952000	09 de july      de 2008  06:59 p.m.	prestación del  servicio público de transporte terrestre automotor especial para atender los requerimientos misionales de la corporación a los diferentes lugares del país, servicio que requiere ser prestado en seis  (6) vehículos tipo camioneta 4 x 4 doble cabina, cilindraje mínimo 2400 cc, modelo 2006 en adelante (asumiendo todos los gastos de los vehículos (peajes, gasolina, mantenimiento vehículos, etc) y de los conductores (honorarios, viáticos, horas extras, recargos nocturnos, dominicales, prestaciones sociales legales, etc.)	transportes calder	10170683
heli calderon acelas	transportes calderon	1015794500	19 de november  de 2012  03:06 p.m.	contratar el suministro del servicio de transporte público, en la modalidad de transporte publico terrestre automotor especial de pasajeros, de acuerdo con las especificaciones técnicas establecidas por la entidad.	transportes calder	10170683
ivonny tietje chivata	disico s.a.	2071981313	18 de diciembre de 2008	contratar, en nombre de la  nación ¿ ministerio de defensa nacional ¿ fuerza aérea colombiana, el mantenimiento mayor infraestructura electrica primera fase en el grupo aereo del oriente ¿ gaori ¿ (marandua-vichada)	disico	10163683,10163694
jhon jary delgado lozano	navitrans s .a.s	1028378	27 de may       de 2014  09:41 p.m.	contratación para el mantenimiento correctivo de la retroexcavadora 590 sn de propiedad del municipio de aranzazucaldas	navitrans	10051770,10148707
carlos romero zarama	navitrans s.a.s. - agencia pasto	195000000	25 de may       de 2015  06:07 p.m.	suministro de una volqueta para el municipio de aldana - nariño, incluido matricula inicial, placas, seguro obligatorio ¿soat-, tarjeta de propiedad, con emblemas del municipio; de conformidad con las especificaciones técnicas requeridas por la entidad.	navitrans	10051770,10148707
julián ricardo russi ramírez	impulsores internacionales s.a.s	26738380	19 de october   de 2013  02:40 p.m.	adquisición de insumos para el servicio radiología de la clínica de la policía regional tunja del área de sanidad boyacá	impulsores internacionales	10211803
sandra milena arango vallejo	bbb equipos s.a	15157333	27 de june      de 2012  12:55 p.m.	compra de un equipo de topografía (estación total en estuche y forro impermeable, trípode dos bastones, dos prismas, un cable de datos, cargador) para atender las necesidades de la corporacion en esta área en el departamento del tolima.	bbb	10161652
luis javier cardona velasquez	comercial internacional de equipos y maquinaria s.a.s- navitrans s.a.s	1421534	22 de december  de 2011  05:49 p.m.	prestar los servicios a todo costo del mantenimiento preventivo del retro cargador case 580 sn de propiedad del municipio de güepsa- santander	navitrans	10051770,10148707
ricardo de jesús duque peláez	comercial internacional de equipos y maquinaria s.a.s ¿ navitrans s.a.s	264419164	02 de november  de 2013  05:51 p.m.	adquisición a títúlo de compra de una retroexcavadora con martillo hidraulico y elementos adicionales para su adecuado funcionamiento según se discrimina en las especificaciones tecnicas para el  municipio de ebéjico	navitrans	10051770,10148707
julian ricardo russi ramirez	impulsores internacionales s.a.s.	4340000	23 de mayo de 2014	cotonoides  310 un.	impulsores internacionales	10211803
humberto de jesus duque  pelaez	comercial internacional  de equipos  y maquinaria s.a   sigla: ¿navitrans  s.a¿	160000000	15 de december  de 2008  05:53 p.m.	compra de una volqueta para el municipio de girardota modelo 2008 o superior, por la modalidad de precio unitario sin reajuste, de conformidad con la especificaciones técnicas descritas en este pliego de condiciones suministrado por la entidad.	navitrans	10051770,10148707
jose antonio mejia nuñez	comercial internacional de equipos y maquinaria s.a navitrans	1346797	30 de abril de 2011	realizar la respectiva corrección mecánica de la volqueta international 4300 de placa ovh296, propiedad del municipio de santuario	navitrans	10051770,10148707
nelson rios villamizar	union temporal disico - tch	545200000	28 de abril de 2010	en virtud el presente contrato, el contratista se obliga para con la entidad, con plena autonomía técnica y administrativa, a prestar el servicio de apoyo a la gestión documental ¿ manejo de correspondencia interna y archivo de documentos ¿ en al diferentes dependencias de ministerio de relaciones exteriores y entidades ubicadas en el perímetro de la sede central en la ciudad de bogotá d.c., de acuerdo a las condiciones y características técnicas, exigidas por la entidad así como la propuesta presentada por el contratista, y recibida en la entidad el día 6 de abril de 2010, aceptada por la entidad y las cuales hacen parte integral del presente contrato	disico	10163683,10163694
nestor diego villegas hurtado	comercial internacional de equipos y maquinaria s.a.s. - navitrans s.a.s.	176000000	28 de january   de 2015  11:04 a.m.	dotar al municipio de tocaima cundinamarca de la capacidad suficiente para atender oportunamente los requerimientos de intervención que demande la comunidad o que programe la secretaría de planeación y obras públicas, mediante la adquisición de una volqueta	navitrans	10051770,10148707
andres duque pelaez	comercial internacional de equipos y maquinaria - navitrans s.a.	275000000	06 de august    de 2009  11:34 a.m.	suministro retroexcavadora cargadora sobre llantas, modelo 2008 o superior, para el municipio de albania santander	navitrans	10051770,10148707
andres duque pelaez	navitrans sa	115720468	07 de octubre de 2010	adquisición de repuestos y servicio de mantenimiento para los equipos marca international que son empleados en la ejecución del proyecto transversal la macarena	navitrans	10051770,10148707
navitrans  s.a.	navitrans s.a.	3480432	22 de march     de 2007  08:09 p.m.	compra de llanta y rin para la motoniveladora case 845	navitrans	10051770,10148707
jose antonio mejia nuñez	comercial internacional de equipos y maquinaria s.a. navitrans	2500000	17 de febrero de 2011	realizar la respectiva revisión técnica y de mantenimiento preventivo obligatorios (periodo 500 horas) para la retroexcavadora 580mt case y la volqueta 4300 international de placa ovh 296, propiedad del municipio de santuario risaralda, de acuerdo a la cotización realizada por navitrans.	navitrans	10051770,10148707
luis javier cardona velasquez	comercial internacional de equipos y maquinaria navitrans sas	286000000	01 de october   de 2015  06:17 p.m.	compraventa de un (01) vehículo utomotor nuevo tipo bus para el transporte escolar del municipio de tipacoque ¿ boyacá	navitrans	10051770,10148707
wilson miguel pinilla ortega	impulsores internacionales s.a.s.	21593490	19 de abril de 2013	adquisicion de placas de toma radiografica para el hospital vista hermosa i nivel e.s.e.	impulsores internacionales	10211803
andres de jesus duque pelaez     -     juan carlos londoño sierra	navitrans ltda.      -    rodriguez y londoño s.a	700000000	08 de april     de 2011  10:08 a.m.	compra de dos volquetas, un vibrocompactador y un minicargador para el mejoramiento de la red vial del municipio de paipa, departamento de  boyacá	navitrans	10051770,10148707
santiago martínez estrada	comercial internacional de equipos y maquinaria sas navitrans  sas	185000000	02 de december  de 2014  11:36 a.m.	adquisición de un vehículo tipo volqueta con destino a la rehabilitación de las vías que conforman la malla vial terciaria de caramanta, antioquia, occidente	navitrans	10051770,10148707
carlos alfonso romero zarama	comercial internacional de equipos y maquinarias  s.a.s - navitrans s.a.s. agencia pasto	176000000	18 de february  de 2015  04:37 p.m.	suministro de una volqueta de 7m3 para el municipio de el peñol  - nariño	navitrans	10051770,10148707
gabriel aponte	disico s.a.	19764300	11 de diciembre de 2009	la  fiscalía general de la nación ¿ dirección seccional administrativa y financiera de cundinamarca y amazonas requiere contratar  la adquisición, instalación y configuración de tres (3) fuentes ininterrumpidas de potencia (ups) para las sedes de choconta y villeta.	disico	10163683,10163694
julian ricardo russi ramirez	impulsores internacionales sas	4200000	26 de junio de 2013	cotonoides, 300.	impulsores internacionales	10211803
luis javier cardona velasquez	navitrans	575000	25 de febrero de 2015	adecuado mantenimiento preventivo  de la volqueta oia 170 de propiedad  del municipio de ubaque (incluye insumos).	navitrans	10051770,10148707
andres de jesus duque  pelaez	comercial internacional de equipos  y maquinaria s.a. navitrans s.a	255000000	17 de september de 2010  11:43 a.m.	compraventa  de carro compactador de residuos sólidos para el municipio de combita - boyaca	navitrans	10051770,10148707
luis javier cardona velasquez	navitrans	6148580	24 de december  de 2015  04:01 p.m.	suministro de lubricantes y accesorios, para el mantenimiento preventivo de la maquinaria pesada y parque automotor y  llanta 12r22.5 g677 para la volqueta oia 170  propiedad del municipio utilizada en el mantenimiento y conservacion de las vias  del municipio de ubaque dentro del programa infraestructura vial municipal adecuada	navitrans	10051770,10148707
nestor diego villegas hurtado	navitrans sas.	2153300	16 de august    de 2013  05:56 p.m.	mantenimiento preventivo para las dos volquetas international de propiedad del municipio de saladoblanco ¿ huila.	navitrans	10051770,10148707
diego fernando rivera giraldo	comercial internacional de equipos y maquinaria s.a. navitrans s.a.	2009294	24 de diciembre de 2010	reparación motoniveladora case de la secretaría de infraestructura	navitrans	10051770,10148707
guillermo alfonso dominguez patarroyo	disico  s a	111760000	04 de january   de 2008  08:12 a.m.	adquisicion de un transformador y accesorios para la direccion de investigacion criminal	disico	10163683,10163694
javier cardona velasquez	comercial internacional de equipos y maquinaria s.a.s ¿navitrans s.a.s¿	4500000	15 de abril de 2013	realizar el mantenimiento preventivo postventa (revision obligatoria) para garantia del vehiculo volqueta de placas odr 392 del municipio de pandi  departamento de cundinamarca.	navitrans	10051770,10148707
luis javier cardona velasquez	navitrans s.a.s	403517961	15 de december  de 2014  03:04 p.m.	adquisición de un (1) bulldozer destinado a la atención de emergencias, puntos críticos y mantenimientos preventivos de la red vial	navitrans	10051770,10148707
nelson alberto rios portilla	disico sa	1325000000	29 de noviembre de 2013	adquisicion instalación y puesta en marcha de software de grabación de audio y video para las salas de audiencias a nivel nacional de la contraloria general de la republica licenciado a perpetuidad y garantia	disico	10163683,10163694
luis javier cardona velasquez	comercial internacional de equipos y maquinaria s.a.s. ¿navitrans s.a.s.¿	180700000	01 de november  de 2013  04:54 p.m.	compra de un (1) vehiculo automotor de carga tipo volqueta modelo 2014	navitrans	10051770,10148707
manuela duque mesa	navitrans	1900000	13 de november  de 2015  11:54 a.m.	prestación del servicio de mantenimiento preventivo a la maquina case 580 súper n, modelo 2011, con serial no. jjgn58snvbc542813 que incluye el respectivo cambio de aceites, filtros y mano de obra.	navitrans	10051770,10148707
ricardo de jesus duque pelaez	navitrans s.a.s.	4987075	11 de agosto de 2014	el contratista se obliga con las empresas públicas de abejorral e.p.a. e.s.p., al mantenimiento preventivo y correctivo con suministro de repuestos al parque automotor de la e.p.a. e.s.p.	navitrans	10051770,10148707
jhon jary delgado lozano	comercial internacional de equipos y maquinaria s.a.s. / navitrans s.a.s.	380000000	08 de july      de 2013  04:45 p.m.	adquisición y compra de dos (2) volquetas de eje sencillo de 7 metros cúbicos, equipos nuevos, para el municipio de cajibio, cauca.	navitrans	10051770,10148707
laura cuevas serrano	transportes calderon s.a	939415104	21 de july      de 2010  07:36 a.m.	¿contratar  la  prestacion del  servicio especial de transporte escolar para la poblacion estudiantil vulnerable de primaria y secundaria del area rural y villas de san ignacio que asisten a las instituciones educativas rurales y urbanas oficiales  del municipio de bucaramanga¿	transportes calder	10170683
luis javier cardona velasquez	navitrans sas	190000000	16 de august    de 2015  11:28 a.m.	compra de un (1) vehículo automotor de carga  tipo volqueta	navitrans	10051770,10148707
r/l. diego fernando rivera giraldo	comercial internacional de equipos y maquinaria s.a.s. sigla: navitrans s.a.s.	6749616	16 de enero de 2015	realizar el mantenimiento preventivo (cambio de filtros o y aceite) a las volquetas de propiedad del municipio de pore casanare de placas ods 569 y ods 570.	navitrans	10051770,10148707
luis javier cardona velasquez	navitrans s.a.	1388026	30 de octubre de 2013	¿suministro de repuestos para la retroexcavadora case 580 m, de propiedad del municipio de ubaque	navitrans	10051770,10148707
julian ricardo russi ramirez	impulsores internacionales sas	4200000	07 de marzo de 2013	300 cotonoides	impulsores internacionales	10211803
luis javier cardona velasquez	comercial internacional de equipos y maquinaria s.a.-navitrans s.a	149950000	29 de august    de 2011  04:30 p.m.	adquisición de una volqueta de 7m3 para el municipio de san lorenzo departamento de nariño	navitrans	10051770,10148707
luis javier cardona velasquez	navitrans sas	223000000	09 de december  de 2014  07:40 a.m.	adquisición de un vibrocompactador para el mantenimiento de las vías del municipio de chivatá - boyacá	navitrans	10051770,10148707
manuela duque meza	comercial internacional de equipos y maquinaria s.a.s (navitrans s.a.s)	4626168	24 de may       de 2013  06:11 p.m.	la prestación del servicio de mantenimiento preventivo y correctivo, incluida mano de obra y suministro de repuestos requerido para el adecuado funcionamiento del vehículo tipo  microbus volkswagen transporter t-5, placas 380292 asignado a la estación de policía  del municipio de hispania-antioquia	navitrans	10051770,10148707
carlos alfonso romero zarama	comercial internacional de equipos y maquinaria sas - navitrans sas	322000000	29 de december  de 2015  11:18 a.m.	el suministro de una maquina excavadora sobre orugas para el municipio de funes ¿ nariño	navitrans	10051770,10148707
nestor diego villegas hurtado	navitrans s.a.s.	17838881	28 de july      de 2015  05:36 p.m.	reparacion de la maquina retroexcavadora marca case 590 super-n de propiedad del municipio de alpujarra tolima	navitrans	10051770,10148707
carlos alfonso romero zarama	navitrans s.a.s.	6517389	10 de march     de 2014  09:36 a.m.	suministrar en calidad de venta repuestos y accesorios con destino a mantenimiento preventivo y correctivo de la retrocargadora y volqueta de propiedad del municipio de sapuyes	navitrans	10051770,10148707
alvaro velez osorio	velez lab s.a.s.	34484480	14 de july      de 2015  02:32 p.m.	suministro de reactivos para prueba de velocidad de sedimentacion globular por metodo automatizado	velez lab	10053876
carlos alfonso romero zarama	navitrans s.a.s.	1932369	17 de june      de 2014  03:40 p.m.	el municipio requiere contratar el suministro de insumos y repuestos para la 1ª revisión y mantenimiento preventivo de la retroexcavadora de orugas case cx 130b de propiedad del municipio de funes ¿ nariño	navitrans	10051770,10148707
ricardo duque pelaez	comercial internacional de equipos y maquinaria s.a. ¿ navitrans s.a-	510000000	26 de september de 2007  03:34 p.m.	suministro de dos vehículos  con destino al transporte de pasajeros y a la prestación del servicio de recolección de basuras  en el municipio de yarumal antioquia.	navitrans	10051770,10148707
luis javier cardona velasquez	navitrans s.a.s	3608760	22 de may       de 2013  04:31 p.m.	mantenimiento de la volqueta international 4700 de placas oqt015 de propiedad del municipio de icononzo	navitrans	10051770,10148707
ricardo de jesus duque pelaez	navitrans s.a	179655385	25 de march     de 2011  10:19 a.m.	suministro de un camión con volco para el mantenimiento de la infraestructura vial rural de el municipio de el bagre, antioquia	navitrans	10051770,10148707
jhon jary delgado lozano	comercial internacional de equipos y maquinaria s.a.s. -navitrans s.a.s	3281214	15 de april     de 2013  04:19 p.m.	prestacion de servicio de mantenimiento preventivo y correctivo del vehiculo panel volkswagen de siglas 30-0322 adscrito a la estación de policia de el cerrito valle¿	navitrans	10051770,10148707
carlos alfonso romero zarama	navitrans	310800000	07 de october   de 2015  11:46 a.m.	adquisicion de un vehiculo recolector ¿ compactador para la recoleccion de residuos solidos en el municipio de puerto caicedo, departamento del putumayo	navitrans	10051770,10148707
jose antonio mejia nuñez	navitrans	677729	13 de june      de 2012  09:26 a.m.	suministro de insumos para el mantenimiento de del retrocargador nuevo propiedad del municipio	navitrans	10051770,10148707
jhon jary delgado lozano	comercial internacional de equipos y maquinaria s.a.a navitrans	187000000	27 de november  de 2015  02:59 p.m.	compra y adquisicion de una volqueta con destino al mantenimiento de la red vial del municipio de miranda cauca	navitrans	10051770,10148707
luis fernando saldarriaga mejía	navitrans s.a.	170000000	23 de may       de 2008  05:48 p.m.	compra de una volqueta 7.0 modelo 2008, la cual incluye: llanta de repuesto, impuestos y retenciones y debe entregarse el vehiculo debidamente matriculado, puesta en el municipio andes, sujeta a las especificaciones técnicas exigidas	navitrans	10051770,10148707
andres duque pelaez	navitrans sa.	230332939305	06 de october   de 2008  09:28 a.m.	compra (con transporte)  de equipo de combate de ingenieros militares: vibrocompactador mecanico de 2 tn, cargador de 2 m³ y vibrocompactador de 10 tn	navitrans	10051770,10148707
luis javier cardona	navitrans s.a.s.	10321696	16 de march     de 2015  08:03 a.m.	suministro de repuestos y mano de obra para las volquetas de propiedad del municipio	navitrans	10051770,10148707
luis  javier  cardona  velasquez	navitrans	4618024	03 de december  de 2012  05:05 p.m.	adquisicion de  bienes  y  servicio para el mantenimiento de  la  motoniveladora case 845 de propiedad del municipio, utilizada en  el mejoramiento y rehabilitacion  de  vias	navitrans	10051770,10148707
luis javier arango hoyos	navitrans s.a.s.	3905717	12 de august    de 2015  06:49 p.m.	mantenimiento preventivo y correctivo con suministro de repuestos al parque automotor de empresas públicas de abejorral e.p.a. e.s.p.	navitrans	10051770,10148707
nelson alberto rios portilla	disico s.a.	531000000	24 de february  de 2012  02:28 p.m.	contratar la  adquisición e instalación de la modernización tecnológica de recursos audiovisuales  que involucre videoconferencia automatización multimedia, sistema de grabación de audio digital para las salas de reuniones luis carlos galán, sala de secretaria general y sala de asesores del ministerio de agricultura y desarrollo rural, de conformidad con las condiciones establecidas en el presente documento y las características técnicas señaladas en el anexo técnico (anexo 2)	disico	10163683,10163694
andres de jesus  duque pelaez	comercializadora internacional de equipos y maquinairia s.a. navitrans 	2129354	11 de julio de 2008	reparacion  de la bomba  de inyeccion y limpieza  tanque  combustible- motoniveladora  municipio de ricaurte cund.	navitrans	10051770,10148707
navitrans s.a	navitrans s.a	82235360	15 de mayo de 2006	de conformidad con la licitacion publica siga 001, se entrega a titulo de venta los elementos de los grupos c (filtros y aceites) y l (autopartes cargador case w14)....	navitrans	10051770,10148707
carlos alfonso romero zarama	navitrans s.a.s.	339416	21 de may       de 2015  05:06 p.m.	el municipio requiere contratar el suministro de un repuesto para la volqueta de placas oak-255 de propiedad del municipio de funes ¿ nariño	navitrans	10051770,10148707
luis javier arango  hoyos	comercial  internacional  de  equipos y maquinaria s.a.s navitrans s.a.s	300000000	03 de september de 2015  10:26 a.m.	adquisición de una retro-excavadora cargadora para el municipio de jericó, antioquia	navitrans	10051770,10148707
julian ricardo russi ramirez	impulsores internacionales sas	1207000	23 de december  de 2015  06:04 p.m.	suministro de material medico quirúrgico para la ese hospital departamental san antonio de pitalito	impulsores internacionales	10211803
saturdino barajas endez	bbb. equipos s.a	11500000	21 de december  de 2012  11:59 a.m.	suministro de un equipo de topografia y gps para el desarrollo y funcionamiento de la secretaria  de planeación y secretaria técnica ocad municipio de maripi boyacá	bbb	10161652
ricardo de jesus duque pelaez	navitrans sas	2200000	25 de september de 2014  05:57 p.m.	mantenimiento correctivo a todo costo de la motoniveladora case 865, adscrita a la administracion municipal	navitrans	10051770,10148707
nelson rios villamizar	disico s.a.	328206069	30 de abril de 2014	compra de materiales a prueba de explosion requeridos para la gerencia refineria de barrancabermeja de ecopetrol s.a.	disico	10163683,10163694
luis javier cardona velasquez	comercial internacional  de equipos  y maquinaria - navitrans s.a.s.	5233852	04 de december  de 2013  04:12 p.m.	¿servicio de inspeccion, diagnostico tecnico mecanico y suministros sobre la retroexcavadora marca case 590 y motoniveladora marca case 845b de propiedad del municipio de moniquira boyacá¿	navitrans	10051770,10148707
john jairo quintero mejia	navitrans s.a.s.	8990000	04 de august    de 2015  08:17 a.m.	servicio de reparación y mantenimiento correctivo y preventivo de la maquinaria pesada adscrita al municipio de chinú, departamento de córdoba.	navitrans	10051770,10148707
andres duque pelaez	navitrans s.a.  - sucursal bogota	150866778	28 de junio de 2011	adquisicion de un vehiculo tipo volqueta modelo 2012 para el municipio de ubaque - cundinamarca.	navitrans	10051770,10148707
diego fernando rivera giraldo	navitrans s.a.s.	1700000	04 de october   de 2013  02:35 p.m.	compraventa y montaje de un turbo agrale para buseta escolar agrale de placas owy007 de propiedad del municipio de viracacha boyacá.	navitrans	10051770,10148707
nestor diego villegas hurtado	comercializadora internacional de equipos y maquinaria  navitrans	5500000	07 de april     de 2013  09:09 a.m.	mantenimiento de la retroexcavadora que labora en el mantenimiento de las vias del municipio de roncesvalles tolima	navitrans	10051770,10148707
alvaro velez osorio	velez lab  s.a.s.	1616483	21 de april     de 2015  10:21 a.m.	material laboratorio clinico	velez lab	10053876
julian ricardo russi ramirez	impulsores internacionales ltda.	1820000	30 de agosto de 2012	1.300 cotonoides	impulsores internacionales	10211803
humbreto de jesus duque pelaez	navitrans sa	264850000	04 de abril de 2012	adquisición de una (1) volqueta dobletroque para el proyecto vial etapa iii transversal montes de maría departamento de bolivar.	navitrans	10051770,10148707
luis javier cardona velasquez	comercial internacional de equipos y maquinaria s. a. ¿ navitrans s. a.	200000000	04 de april     de 2011  05:40 p.m.	adquisición de una retroexcavadora sobre ruedas para el mantenimiento de las vías del resguardo indígena del gran cumbal, municipio de cumbal ¿ departamento de nariño.	navitrans	10051770,10148707
luis javier cardona velasquez	navitrans s.a.	1650000	22 de september de 2013  10:10 a.m.	compra de baterias y accesorios para la motoniveladora komatsu utilizada para el mantenimiento de la red vial del municipio de ubaque	navitrans	10051770,10148707
diego fernando rivera giraldo	navitrans s.a	204802800	24 de august    de 2010  09:37 a.m.	adquisición de una (1) maquina compactadora para suelos llanta rodillo para la alcaldía municipal de jenesano departamento de boyacá	navitrans	10051770,10148707
carlos alfonso romero zarama	agencia navitrans sa	900000	02 de august    de 2011  10:56 a.m.	revison tecno mecanica de la motoniveladora  case 845	navitrans	10051770,10148707
alvaro velez osorio	velez lab y cia s. a.	80404870	02 de august    de 2007  07:22 a.m.	suministro de insumos necesarios para el procesamiento de pruebas de coagulacion y fibrinolosis con equipo en apoyo automatizado en apoyo tecnologico con destino a los usuarios del subsistema de salud de la policia nacional	velez lab	10053876
luis javier arango hoyos	comercial internacional de equipos y maquinaria s.a.s (navitrans s.a.s)	185110000	14 de august    de 2015  02:55 p.m.	adquisición de una volqueta sencilla con volco tipo bañera para el municipio de támesis -antioquia-	navitrans	10051770,10148707
nestor diego villegas hurtado	navitrans sas	15800000	05 de march     de 2013  02:10 p.m.	suministro  de  llantas para las volquetas 1 y 2 marca international las cuales hacen parte del parque automotor de propiedad de la alcaldia municipal de alpujarra tolima	navitrans	10051770,10148707
fabio grisales marin	edicciones gamma s.a.	50576000	26 de julio de 2010	publicación de avisos institucionales en la revista diners, de conformidad con las órdenes y especificaciones previamente autorizadas por la dirección de comunicaciones de la alcaldía de medellín.	ediciones gamma	10162090
jhon jary delgado lozano	navitrans	12898071	21 de october   de 2013  09:10 a.m.	suministro de repuestos para la servo y transmision de la retroexcavadora case super k 580 de propiedad del municipio de bolívar	navitrans	10051770,10148707
luis javier cardona velasquez	navitrans s.a.	3475609	06 de febrero de 2012	prestación de servicios para la reparación, mantenimiento preventivo periodo 1000 horas para la retroexcavadora 580 sn de propiedad del municipio de guepsa	navitrans	10051770,10148707
carlos alfonso romero zarama	comercial internacional de equipos y maquinaria s.a.s ¿ navitrans s.a.s	193227000	21 de november  de 2014  12:08 p.m.	contrato de suministro de una volqueta para el fortalecimientop de la alcaldia municipal de san pablo nariño occidente	navitrans	10051770,10148707
andres de jesus duque pelaez	navitrans s.a.	585000000	15 de december  de 2010  12:06 p.m.	adquisicion de tres volquetas para fortalecer el banco de maquinaria del departamento de boyaca	navitrans	10051770,10148707
